[DEBUG] [2021-01-21 13:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5f29271b25cf46a3968667a7c38478f7, msgType : 19
[INFO] [2021-01-21 13:06:12] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@3daa82be 
[DEBUG] [2021-01-21 13:06:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 836ea3a9e933454a99bb0a825a2a682e, msgType : 19
[DEBUG] [2021-01-21 13:06:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d7d6a5ae823a427486ac8c0c0ab3ba13, msgType : 19
[DEBUG] [2021-01-21 13:06:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7a36f81127a1478cbd1b328315d60d28, msgType : 19
[DEBUG] [2021-01-21 13:06:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f4d82e973b584fac84e241f667b0f67b, msgType : 19
[DEBUG] [2021-01-21 13:06:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 64176bd6f7c643299f09e505aba729d7, msgType : 19
[DEBUG] [2021-01-21 13:06:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fed9b052a41b4b719145aa24c78c380c, msgType : 19
[DEBUG] [2021-01-21 13:06:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 424f013dd560434f9d12b04b4ec85e42, msgType : 19
[DEBUG] [2021-01-21 13:06:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a90dbb6941bb47339d000ac8e22d304a, msgType : 19
[DEBUG] [2021-01-21 13:06:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0b0d7a37e12b47f0a80df35db48a8c4c, msgType : 19
[DEBUG] [2021-01-21 13:06:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7e515af8a9b645ea99865d174a72bb57, msgType : 19
[DEBUG] [2021-01-21 13:06:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 33efa04cee984d6d9e369003214b4993, msgType : 19
[DEBUG] [2021-01-21 13:06:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 911fc47d379d476cb8ffc32438217d31, msgType : 19
[DEBUG] [2021-01-21 13:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a0110be8ed9f47088cefa74d77532807, msgType : 19
[DEBUG] [2021-01-21 13:06:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ab05a0a87601465b82e2d155b62bed4c, msgType : 19
[DEBUG] [2021-01-21 13:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c1150efb00f8494ca7ce3f5b1c781621, msgType : 19
[DEBUG] [2021-01-21 13:06:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0e8a574abc43458ea0421c03fabc9676, msgType : 19
[DEBUG] [2021-01-21 13:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6861793c2c3f4ea6833ddb00b0af55be, msgType : 19
[DEBUG] [2021-01-21 13:06:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 63dbf9d6b2a74d7d9e2f515f1895ad90, msgType : 19
[DEBUG] [2021-01-21 13:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 58d9d626ea6a4645b3060d7cc6eb1bd3, msgType : 19
[DEBUG] [2021-01-21 13:06:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 13e2ffebfcff40c7abb660a765c401ce, msgType : 19
[DEBUG] [2021-01-21 13:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fa37362ef7994100bdfdea9c99b5f84e, msgType : 19
[DEBUG] [2021-01-21 13:06:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba5337ed049b40a9bb2cacecdf688c80, msgType : 19
[DEBUG] [2021-01-21 13:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7c884c53cded4a74933a1d0e1b23be40, msgType : 19
[DEBUG] [2021-01-21 13:06:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9251546acebe49d9bfb7dd2abbf3059b, msgType : 19
[INFO] [2021-01-21 13:06:37] ContractABIDefinition.addFunction(84) |  name: enc, methodId: 0xcdfd6e1e, methodSignature: enc(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:06:37] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:06:37] ContractABIDefinition.addFunction(84) |  name: CallPaillier, methodId: 0xe49f13a8, methodSignature: CallPaillier(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7a68cfc7
[INFO] [2021-01-21 13:06:37] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7a68cfc7
[INFO] [2021-01-21 13:06:37] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@ec1b2e4 
[INFO] [2021-01-21 13:06:37] ABIObjectFactory.createObject(32) |  name: enc
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 37caa868daba407bac22c9df3f68110c, msgType : 18
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:06:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 17, groupId: 1
[DEBUG] [2021-01-21 13:06:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 17, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 37caa868daba407bac22c9df3f68110c, msgType : 4096
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:06:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 17, groupId: 1
[DEBUG] [2021-01-21 13:06:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 17, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4d271a20112843e19ea85e770af27269, msgType : 19
[DEBUG] [2021-01-21 13:06:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : eda34b9a4da3426eacc4cfea53c49d31, msgType : 19
[DEBUG] [2021-01-21 13:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 863ae5dfc9804e69bc4a87a393a25c74, msgType : 19
[DEBUG] [2021-01-21 13:06:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ca7e10c4876b4a0b929a1d0ea717920b, msgType : 19
[DEBUG] [2021-01-21 13:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : be8ea963e9de4236ab259108ddac6d09, msgType : 19
[DEBUG] [2021-01-21 13:06:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 821f771744ec47efb205d7fabe37c12c, msgType : 19
[DEBUG] [2021-01-21 13:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 56a8244a40e94c3e86e1d4294f300231, msgType : 19
[DEBUG] [2021-01-21 13:06:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c1edea5dd91b4eab90eee2dd18fe69ad, msgType : 19
[DEBUG] [2021-01-21 13:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c64213563fbd4a1e91f309b07284e303, msgType : 19
[DEBUG] [2021-01-21 13:06:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b8708a3facd446cf954d73de08620d7d, msgType : 19
[DEBUG] [2021-01-21 13:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 51ee9b1eeca549289f749db76130df7b, msgType : 19
[DEBUG] [2021-01-21 13:06:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e295feb5c7ab4aa49215558f743207f2, msgType : 19
[DEBUG] [2021-01-21 13:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6900882fe79548ab89f0367b15b5a4a6, msgType : 19
[DEBUG] [2021-01-21 13:06:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 524a71b9611b4ca8b90ed5ad0abbaf27, msgType : 19
[DEBUG] [2021-01-21 13:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c08662e93a31490b8e042641f03be964, msgType : 19
[DEBUG] [2021-01-21 13:06:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7f121dcf32ea4965b48069ec9dfbdc8a, msgType : 19
[DEBUG] [2021-01-21 13:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f4ef9a2306042869b73c288a5a0252c, msgType : 19
[DEBUG] [2021-01-21 13:06:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d8a65785a254cefb97d760120cae0d9, msgType : 19
[DEBUG] [2021-01-21 13:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9ff0110c5e4b4401a67af586e88d1fb1, msgType : 19
[DEBUG] [2021-01-21 13:06:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 41fe55fcb88d4fd9af63f7f0a450725b, msgType : 19
[DEBUG] [2021-01-21 13:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c9f7c69419474538a381ca23e6113d01, msgType : 19
[DEBUG] [2021-01-21 13:06:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3814cf62368f404ba5a50f316731906a, msgType : 19
[DEBUG] [2021-01-21 13:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ec2f11ebed3c40f6816c40073651573c, msgType : 19
[DEBUG] [2021-01-21 13:06:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 005ab2164b514477b34a230238842d09, msgType : 19
[DEBUG] [2021-01-21 13:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a132b53d5b4480c89c91e97e946e1f3, msgType : 19
[DEBUG] [2021-01-21 13:07:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 443ce4e8da3d4a2abb0160ab817e1bf6, msgType : 19
[DEBUG] [2021-01-21 13:07:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 679d9b9b7bce46daa78c33d0fe26dde9, msgType : 19
[DEBUG] [2021-01-21 13:07:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d5d016e3e8cf4b15a05876c2cd22e1ce, msgType : 19
[DEBUG] [2021-01-21 13:07:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6483ece8648a4927b9aafaf5b3989577, msgType : 18
[DEBUG] [2021-01-21 13:07:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 897f60d7120442b7a4cd2e9f0eae584f, msgType : 18
[DEBUG] [2021-01-21 13:07:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a2f1bc0f0e3e4c8c8311d1008b7a68fe, msgType : 19
[DEBUG] [2021-01-21 13:07:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 777fa2da39f0432d9e93f4074cdcd1d9, msgType : 19
[DEBUG] [2021-01-21 13:07:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eceddd9c0db4442e86e74770ac65f094, msgType : 19
[DEBUG] [2021-01-21 13:07:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 277564337e9d42dca4fe4a13bb7263e3, msgType : 19
[DEBUG] [2021-01-21 13:07:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 971154c7d38a45a5907c5ade7ed1b34d, msgType : 19
[DEBUG] [2021-01-21 13:07:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 458e660ba4784db29328f05214a43fa7, msgType : 19
[DEBUG] [2021-01-21 13:07:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a16ddb4a421c48048979a8701c24d291, msgType : 19
[DEBUG] [2021-01-21 13:07:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 232fdf7282b24a9d8a8daba90d6427e5, msgType : 19
[DEBUG] [2021-01-21 13:07:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a6ac8aa908de4b44bafe7c6b98386ae2, msgType : 19
[DEBUG] [2021-01-21 13:07:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 505c8fcac78743ab8e4603253841aa67, msgType : 19
[DEBUG] [2021-01-21 13:07:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d9233b4f1c47490b88ea64f91da1ccd3, msgType : 19
[DEBUG] [2021-01-21 13:07:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b0fbfd87353e4da8abaabfd5de938503, msgType : 19
[DEBUG] [2021-01-21 13:07:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8e95349cfc3945a5925a98a357b6c247, msgType : 19
[DEBUG] [2021-01-21 13:07:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e371a580f8e4e2e97f2fdcb56d65f2c, msgType : 19
[DEBUG] [2021-01-21 13:07:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e216aad0b2f049238d191912e095890b, msgType : 19
[DEBUG] [2021-01-21 13:07:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8a0ee62af95f4d41b8e40a41ff886b70, msgType : 19
[DEBUG] [2021-01-21 13:07:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a51a8b3cc218480398833dfdce0d3841, msgType : 19
[DEBUG] [2021-01-21 13:07:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 55922e556a9f4955bef055f2f9ec5e61, msgType : 19
[DEBUG] [2021-01-21 13:07:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4171173f257a4c5cb0145185f30d1c5e, msgType : 19
[DEBUG] [2021-01-21 13:07:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bfd42a23bc2c4523ad24a6f33e3bd113, msgType : 19
[DEBUG] [2021-01-21 13:07:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a6668916de7c4c8fb9dca9dc11d478e2, msgType : 19
[DEBUG] [2021-01-21 13:07:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9db10260b9a24293aeae54a63ad21c08, msgType : 19
[DEBUG] [2021-01-21 13:07:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5ca4aa2b71624f4e943e45cbba98be91, msgType : 19
[DEBUG] [2021-01-21 13:07:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9d89d7187c1e41e3ac00cd6078c0bc45, msgType : 19
